id,name,retailer,price,category,ingredients,image,link,similar,gluten,lactose,nut
4120,Ceekays Finest Foods Crunchy Breaded Chicken Steaks 700g,iceland,5.00,frozen,"Chicken (55%), Water, Wheat Semolina, Wheat Breadcrumb (Wheat Flour, Salt, Yeast), Rapeseed Oil, Wheat Flour, Wheat Gluten, Gram Flour, Modified Maize Starch, Cornflakes (Maize, Sugar, Salt, Barley, Malt Extract), Salt, Rice Flour, Dried Onion, Yeast Extract (Sulphites), Monosodium Glutamate, Dextrose, Stabilisers (E451, E450), Raising Agents (E450, E500), Anticaking Agent (E551), Egg Albumen, Sugar, Flavouring, Turmeric Extract, Sunflower Oil, Acidity Regulator E500, Pepper, Celery
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

milk",ceekays_finest_foods_crunchy_breaded_chicken_steaks_700g_93827_T1.jpg,https://www.iceland.co.uk/p/ceekays-finest-foods-crunchy-breaded-chicken-steaks-700g/93827.html,,False,False,True
4121,Magnum Classic Remix Ice Cream 3 x 90 ml,iceland,4.00,frozen,"Reconstituted skimmed MILK, sugar, cocoa butter¹, cocoa mass¹, glucose-fructose syrup, coconut fat, whole MILK powder, butter oil (MILK), skimmed MILK powder, fat reduced cocoa powder, cocoa powder, emulsifiers (E471, SOY lecithin, E476, E442), glucose syrup, whey solids (MILK), stabilisers (locust bean gum, guar gum, carrageenan), flavourings, exhausted vanilla bean pieces, natural vanilla flavouring (with MILK)¹, colour (carotenes). May contain: almond. ¹Rainforest Alliance Certified™
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

almonds,
nuts",magnum_classic_remix_ice_cream_3_x_90_ml_90352_T1.jpg,https://www.iceland.co.uk/p/magnum-classic-remix-ice-cream-3-x-90-ml/90352.html,,True,False,False
4122,Magnum White Chocolate & Berry Remix Ice Cream 3 x 90 ml,iceland,4.00,frozen,"Reconstituted skimmed MILK, sugar, cocoa butter¹, glucose syrup, skimmed MILK powder, coconut fat, blackcurrant puree (4.5%), butter oil (MILK), whole MILK powder, raspberry puree (3%), fructose, cocoa mass¹, whey solids (MILK), beetroot juice concentrate, emulsifiers (E471, sunflower lecithins, SOY lecithin, E476), glucose-fructose syrup, acid (citric acid), skimmed MILK powder or concentrate, stabilisers (locust bean gum, guar gum, carrageenan), exhausted vanilla bean pieces, natural vanilla flavouring (with MILK)¹, flavourings, colour (carotenes). May contain: almond. ¹Rainforest Alliance Certified™
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

almonds,
nuts",magnum_white_chocolate_berry_remix_ice_cream_3_x_90_ml_90353_T1.jpg,https://www.iceland.co.uk/p/magnum-white-chocolate-and-berry-remix-ice-cream-3-x-90-ml/90353.html,,True,False,False
4123,Slimming World Cauliflower and Chickpea Dhal 550g,iceland,4.00,frozen,"Cauliflower (22%), water, chickpeas (18%), roasted sweet potato (9%), roasted red pepper (8%), onion, roasted red onizon (4.5%), garlic purée, ginger purée, tomato paste, herb, spices (contain mustard), yeast extract (contains barley), maize starch, dark soy sauce (soy sauce (water, soya beans, roasted wheat, salt), sugar, water, salt), lemon juice, salt, red chillies, garlic extract, onion powder, garlic powder, acidity regulator (citric acid).
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD.",slimming_world_cauliflower_and_chickpea_dhal_550g_87422.jpg,https://www.iceland.co.uk/p/slimming-world-cauliflower-and-chickpea-dhal-550g/87422.html,,False,True,True
4124,The Fish Market Cod Fillets 320g,iceland,5.00,frozen,"Cod (Gadus morhua) (Fish), Water (as Protective Ice Glaze)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",the_fish_market_cod_fillets_320g_92319_T1.jpg,https://www.iceland.co.uk/p/the-fish-market-cod-fillets-320g/92319.html,,True,True,True
4125,Maltesers White Ice Cream 3 x 90ml,iceland,3.00,frozen,"Reconstituted Skimmed Milk, Sugar, Cocoa Butter, Coconut Oil, Honeycombed Cocoa Coated Centres (Sugar, Vegetable Fats (Shea, Palm), Glucose Syrup, Fat Reduced Cocoa Powder, Barley Malt Extract, Skimmed Milk Powder, Starch, Wheat Flour, Raising Agents (E341, E501, E500), Wheat Gluten, Whey Powder (Milk), Salt, Emulsifier (E322)), Glucose Syrup, Whole Milk Powder, Water, Whey Powder (Milk), Anhydrous Milk Fat, Barley Malt Extract, Emulsifiers (E471, E322, E476), Stabilisers (E410, E412), Natural Vanilla Flavouring
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

eggs,
nuts,
peanuts,
soya",maltesers_white_ice_cream_3_x_90ml_89761_T596.jpg,https://www.iceland.co.uk/p/maltesers-white-ice-cream-3-x-90ml/89761.html,,False,False,False
4126,Del Monte Strawberry and Banana Smoothie Mix 500g,iceland,2.50,frozen,"Strawberry (50%), Banana (50%) (Banana, Antioxidant: Ascorbic Acid; Acidity Regulator: Citric Acid).",del_monte_strawberry_and_banana_smoothie_mix_500g_85706.jpg,https://www.iceland.co.uk/p/del-monte-strawberry-and-banana-smoothie-mix-500g/85706.html,,True,True,True
4127,TGI Fridays Cajun Onion Rings 475g,iceland,2.50,frozen,"Onion (40%), Wheat Flour, Rapeseed Oil, Water, Cornflour, Modified Wheat Starch, Salt, Sugar, Yeast, Flavouring, Rice Flour, Dextrose, Black Pepper, White Pepper, Chilli Pepper, Yeast Extract, Raising Agents: Diphosphates, Sodium Carbonates; Dried Tomato, Paprika Extract.
ALLERGY ADVICE: FOR ALLERGEN, SEE UNDERLINED INGREDIENTS IN BOLD.",tgi_fridays_cajun_onion_rings_475g_81701.jpg,https://www.iceland.co.uk/p/tgi-fridays-cajun-onion-rings-475g/81701.html,,False,True,True
4128,Poppets® 10 Minty Dark Choc Coated Ice Cream Bites 120g,iceland,2.00,frozen,"Reconstituted Skimmed Milk, Dark Chocolate Coating (25%) (Dark Chocolate (70%) (Cocoa Mass, Sugar, Cocoa Butter, Emulsifier: Soya Lecithins; Vanilla Extract), Coconut Oil), Sugar, Glucose Syrup, Coconut Oil, Whipping Cream (Milk), Vegetarian Whey Powder (Milk), Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavourings, Thickeners: Locust Bean Gum, Guar Gum.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN EGG, NUTS, WHEAT AND PEANUTS.",poppets_10_minty_dark_choc_89308,https://www.iceland.co.uk/p/poppets-10-minty-dark-choc-coated-ice-cream-bites-120g/89308.html,,True,False,True
4129,Young's Fisherman's Pie 300g,iceland,1.75,frozen,"Partially Reconstituted Dried Potato (44%), Water, Alaska Pollock (15%) (Fish), Cheddar Cheese (2%) (Milk), Cream (2%) (Milk), Rapeseed Oil, Red Cheddar Cheese (2%) [Cheddar Cheese (Milk), Colour: Annatto Norbixin, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Milk Protein, Onion, Cornflour, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Chives, Salt, Mustard Powder, Dextrose, Potato Starch, Flavourings, White Pepper
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",youngs_fishermans_pie_300g_75670_T1.jpg,https://www.iceland.co.uk/p/youngs-fishermans-pie-300g/75670.html,,False,False,True
4130,Iceland Family Beef Lasagne 1.6kg,iceland,4.50,frozen,"Water, White Sauce (23%) (Water, Rapeseed Oil, Wheat Flour, Modified Maize Starch, Milk Sugar, Milk Proteins, Dried Skimmed Milk, Salt, Medium Fat Hard Cheese (Milk), Ground Nutmeg), Cooked Beef (16%), Cooked Pasta (15%) (Durum Wheat Semolina, Water), Concentrated Tomato Paste, Red Cheddar Cheese (3%) (Cheese (Milk), Potato Starch, Colour: Annatto Norbixin), Modified Maize Starch, Onion, Carrot Purée, Salt, Garlic Purée, Basil, Dried Oregano, Black Pepper.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN EGG, FISH AND SOYA.",iceland_family_beef_lasagne_16kg_51603.jpg,https://www.iceland.co.uk/p/iceland-family-beef-lasagne-1.6kg/51603.html,,False,False,True
4131,Slimming World Roast Potatoes 1kg,iceland,3.00,frozen,"Potato, sea salt.",slimming_world_roast_potatoes_1kg_81838.jpg,https://www.iceland.co.uk/p/slimming-world-roast-potatoes-1kg/81838.html,,True,True,True
4132,Spam Fritters 300g,iceland,2.25,frozen,"Pork Meat (45%), Wheatflour, Wheatstarch, Rapeseed Oil, Rice Flour, Water, Potato Starch, Salt, Baking Agents: (E500, E450), Dextrose, Spice Extract, Sugar, Skim Milk Powder, Preservative: (E250), Whey Powder, Onion Powder, Spice, Yeast Extract, Yeast, Stabiliser: (E451, E301)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",spam_fritters_300g_81243_T1.jpg,https://www.iceland.co.uk/p/spam-fritters-300g/81243.html,,True,False,True
4133,Iceland Banoffee Pie 500g,iceland,2.25,frozen,"Cream (Milk) (33%), Banana (17%), Wheat Flour, Toffee Sauce (10%) (Sugar, Glucose-Fructose Syrup, Sweetened Condensed Skimmed Milk (Skimmed Milk, Sugar), Water, Coconut Oil, Caramelised Sugar, Flavouring, Salt, Thickeners: Pectins, Sodium Alginate; Acidity Regulator: Sodium Citrates; Emulsifier: Mono- and Diglycerides of Fatty Acids; Firming Agent: Calcium Chloride), Margarine (Rapeseed Oil, Fully Hydrogenated Coconut Oil, Water, Fully Hydrogenated Rapeseed Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Acidity Regulator: Citric Acid), Sugar, Brown Sugar, Invert Sugar Syrup, Water, Milk Chocolate Curls (Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Whey Powder (Milk), Emulsifier: Soya Lecithins), Maize Starch, Thickener: Sodium Alginate; Acidity Regulators: Sodium Citrates, Calcium Sulphate, Citric Acid; Raising Agents: Sodium Carbonates, Ammonium Carbonates; Sunflower Oil, Glucose Syrup, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Lactic Acid Esters of Mono- and Diglycerides of Fatty Acids; Flavourings, Coconut Oil, Dried Whole Milk, Milk Proteins.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN EGG AND NUTS.",iceland_banoffee_pie_500g_83281.jpg,https://www.iceland.co.uk/p/iceland-banoffee-pie-500g/83281.html,,False,False,True
4134,Iceland Minted Lamb Leg Steaks 500g,iceland,6.25,frozen,"Lamb Leg Steak (96%), Mint Flavoured Glaze (4%) (Sugar, Salt, Mint, Yeast Extract (Yeast Extract ,Salt), Tomato Powder, Acidity Regulator: Sodium Diacetates; Rice Flour, Acid: Malic Acid; Cornflour, Sunflower Oil, Stabiliser: Guar Gum; Herb Extract (Mint Extract, Spearmint Extract), Spice Extract (Paprika Extract), Ginger Powder).
WARNING! THIS PRODUCT CONTAINS BONES.",iceland_minted_lamb_leg_steaks_500g_81730.jpg,https://www.iceland.co.uk/p/iceland-minted-lamb-leg-steaks-500g/81730.html,,True,True,True
4135,Young's Kipper Fillets with Butter 170g,iceland,1.60,frozen,"Herring (Clupea harengus) (95%) (Fish), Unsalted Butter (3%) (Milk), Salt, Colour: Annatto Norbixin
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",youngs_kipper_fillets_with_butter_170g_55328_T1.jpg,https://www.iceland.co.uk/p/youngs-kipper-fillets-with-butter-170g/55328.html,,True,False,True
4136,Iceland Luxury 2 Half-Pound Aberdeen Angus Burgers 454g,iceland,5.00,frozen,"Aberdeen Angus Beef Steak (45%), Aberdeen Angus Beef (44%), Water, Onion, Miso Powder (Soya Bean Powder, Rice, Salt), Gluten Free Crumb (Rice Flour, Water, Bamboo Fibre), Cracked Black Pepper, Sea Salt.
ALLERGY ADVICE: FOR ALLERGEN, SEE UNDERLINED INGREDIENT IN BOLD.
GLUTEN FREE.",iceland_luxury_2_half-pound_aberdeen_angus_burgers_454g_78973.jpg,https://www.iceland.co.uk/p/iceland-luxury-2-half-pound-aberdeen-angus-burgers-454g/78973.html,,True,True,True
4137,Birds Eye 10 Haddock Fish Fingers 280g,iceland,4.00,frozen,"Haddock (Fish) (58%), Breadcrumb Coating*, Rapeseed Oil, *Breadcrumb Coating (Wheat Flour, Water, Potato Starch, Salt, Paprika, Yeast, Turmeric)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",birds_eye_10_haddock_fish_fingers_280g_78427_T596.jpg,https://www.iceland.co.uk/p/birds-eye-10-haddock-fish-fingers-280g/78427.html,,False,True,True
4138,Ben & Jerry's Ice Cream Phish Food 465 ml,iceland,4.95,frozen,"Water, cream (MILK) (20%), sugar, glucose syrup, condensed skimmed MILK, cocoa powder (3%), coconut oil, fat reduced cocoa powder, sweetened condensed skimmed MILK, butter (MILK), free range EGG yolk, EGG white, vanilla extract, stabilisers (guar gum, carrageenan, pectin), emulsifier (SOY lecithin), MILK fat, salt, natural vanilla flavouring. May contain nuts. Sugar, cocoa, vanilla: mass balance is used to match Fairtrade sourcing, total 23% F. F Visit info.fairtrade.net/sourcing
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

nuts",ben_jerrys_ice_cream_phish_food_465_ml__80269_T1.jpg,https://www.iceland.co.uk/p/ben-and-jerrys--ice-cream-phish-food-465-ml-/80269.html,,True,False,False
4139,Hula Hoops® Original Salted 650g,iceland,2.50,frozen,"Potato (82%), Sunflower Oil (10%), Rice Flour, Dried Potato, Salt, Stabiliser: Hydroxypropyl Methyl Cellulose; Dextrose, Turmeric.
ALLERGY ADVICE: MAY CONTAIN WHEAT.
DO NOT EAT RAW.",hula_hoops_original_salted_650g_85798.jpg,https://www.iceland.co.uk/p/hula-hoops-original-salted-650g/85798.html,,False,True,True
4140,Iceland 8 100% British Ultimate Grill Burgers 454g,iceland,4.50,frozen,"British Beef (98%), Salt, Black Pepper, Smoked Sunflower Oil, Maltodextrin, Yeast Powder, Smoked Yeast Extract, Mushroom Powder.",iceland_8_100_british_ultimate_grill_burgers_454g_85884.jpg,https://www.iceland.co.uk/p/iceland-8-100pct-british-ultimate-grill-burgers-454g/85884.html,,True,True,True
4141,TGI Fridays 14 (approx.) Mozzarella Sticks 336g,iceland,3.50,frozen,"Mozzarella Cheese (Milk) (38%), Water, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Wheat Flour, Monterey Jack Cheese (Milk) (6%), Red Cheddar Cheese (6%) (Cheddar Cheese (Milk), Colour: Annatto Norbixin), Rapeseed Oil, Potato Starch, Stabiliser: Methyl Cellulose; Salt, Ground White Pepper, Yeast, Dried Parsley.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN EGG, MUSTARD AND SOYA.",tgi_fridays_14_approx_mozzarella_sticks_336g_81698.jpg,https://www.iceland.co.uk/p/tgi-fridays-14-%28approx.%29-mozzarella-sticks-336g/81698.html,,False,False,True
4142,Greggs Limited Edition Nacho Chilli Cheese Bakes 318g,iceland,3.00,frozen,"Water, Fortified Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, Mixed Beans (11%) (Borlotti Beans, Butter Beans, Chick Peas, Haricot Beans, Red Kidney Beans), Seasoning (Modified Starch, Cheese Powder (Milk), Palm Oil, Sugar, Dried Potato, Whey Powder (Milk), Milk Protein, Skimmed Milk Powder, Dextrose, Dried Green Bell Pepper, Dried Red Bell Pepper, Wheat Starch, Garlic Powder, Salt, Barley Malt Vinegar Powder, Flavouring, Spices, Cream Powder (Milk), Egg Powder, Glucose Syrup, Onion Powder, Yeast Extract, Dried Jalapeño Chilli, Stabiliser (Guar Gum), Wheat Fibre, Paprika Extract), Diced Sweet Potato (5%), Cooked Seasoned Quinoa (5%) (Water, Quinoa, Salt, Ground White Pepper), Roasted Mixed Diced Vegetables (4%) (Red Peppers, Yellow Peppers, Courgette, Onion, Green Peppers, Olive Oil, Salt, Black Pepper), Cheese Crumb Mix (2%) (Cheese (Milk), Coloured Mature Cheddar Cheese (Cheddar Cheese (Milk), Colour (Carotenes))), Glaze (Water, Sunflower Oil, Rapeseed Oil, Modified Starch, Milk Protein, Emulsifier (Mono- and Diacetyl Tartaric Acid Esters of Mono- and Diglycerides of Fatty Acids, Mono- and Diglycerides of Fatty Acids), Skimmed Milk Powder, Stabiliser (Carboxy Methyl Cellulose, Carrageenan, Cellulose), Acidity Regulator (Sodium Phosphates), Colour (Carotenes)), Seasoned Tortilla Chip Crumb Topping (1%) (Breadcrumbs (Wheat), Tortilla Chip Crumbs (Maize Flour, Fortified Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Sugar, Stabiliser (Calcium Carbonate), Emulsifier (Mono- and Diglycerides of Fatty Acids)), Cheese Powder (Milk), Rapeseed Oil, Salt, Flavouring, Onion Powder, Turmeric Powder, Garlic Powder, Spice Extracts), Rapeseed Oil, Diced Green Jalapeños (Diced Green Jalapeños, Water, Salt, Acidity Regulator (Acetic Acid), Firming Agent (Calcium Chloride)), Salt, Wheat Gluten, Stabiliser (Hydroxypropyl Methyl Cellulose), Acidity Regulator (Ascorbic Acid)
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD
May contain:

cereals containing gluten,
mustard,
soya,
sulphur dioxide/sulphites",greggs_limited_edition_nacho_chilli_cheese_bakes_318g_72588_T1.jpg,https://www.iceland.co.uk/p/greggs-limited-edition-nacho-chilli-cheese-bakes-318g/72588.html,,False,False,True
4143,"Iceland Butter, Tarragon & Parsley Sea Bass Fillets 310g",iceland,4.00,frozen,"Sea Bass (Fish) (45%), Potato (16%), Green Pepper (11%), Red Pepper (11%), Red Onion (8%), Lemon, Butter (Milk), Rapeseed Oil, Tarragon, Salt, Parsley, Black Pepper.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. WARNING! ALTHOUGH EVERY EFFORT HAS BEEN MADE TO REMOVE ALL BONES, SOME MAY REMAIN.",iceland_cook_in_the_bag_sea_bass_fillets_310g_62607.jpg,https://www.iceland.co.uk/p/iceland-butter-tarragon-and-parsley-sea-bass-fillets-310g/62607.html,,True,False,True
4144,Slimming World 6 Pork Sausages 360g,iceland,3.75,frozen,"Pork (81%), water, citrus fibre, salt, yeast extract, stabiliser (diphosphates), spices, herbs, flavouring, antioxidant (ascorbic acid). Filled into pork collagen casings.",slimming_world_6_pork_sausages_360g_84116.jpg,https://www.iceland.co.uk/p/slimming-world-6-pork-sausages-360g/84116.html,,True,True,True
4145,Iceland Blackcurrant Cheesecake 460g,iceland,2.25,frozen,"Wheat Flour, Blackcurrant (14%), Sugar, Margarine (Rapeseed Oil, Fully Hydrogenated Coconut Oil, Water, Fully Hydrogenated Rapeseed Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Acidity Regulator: Citric Acid), Low Fat Soft Cheese (Milk) (10%), Cream (Milk), Low Fat Yogurt (Milk), Water, Brown Sugar, Pasteurised Liquid Whole Egg, Glucose-Fructose Syrup, Modified Maize Starch, Invert Sugar Syrup, Blackcurrant Purée (1%), Wheat Starch, Vegetarian Whey Powder (Milk), Dried Skimmed Milk, Raising Agents: Sodium Hydrogen Carbonate, Ammonium Carbonates; Dried Egg White, Acidity Regulators: Citric Acid, Sodium Citrates, Calcium Phosphates, Diphosphates; Gelling Agent: Pectins; Emulsifier: Mono- and Diglycerides of Fatty Acids; Concentrated Elderberry Juice, Salt.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN NUTS.",iceland_blackcurrant_cheesecake_460g_79555.jpg,https://www.iceland.co.uk/p/iceland-blackcurrant-cheesecake-460g/79555.html,,False,False,True
4146,Iceland Luxury 12 Macarons 132g,iceland,3.50,frozen,"Vanilla: Sugar, Ground Almonds (16%), White Chocolate (14%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Butter (Milk), Egg White, Reconstituted Egg White, Water, Glucose Syrup, Starch, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Vanilla Extract, Vanilla Powder, Flavouring. Pistachio: Sugar, Ground Almonds (16%), White Chocolate (13%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Butter (Milk), Egg White, Reconstituted Egg White, Water, Glucose Syrup, Pistachio Nuts (1.5%), Starch, Hazelnut Paste, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Sunflower Lecithins; Sunflower Oil, Colours: Carotenes, Copper Complexes of Chlorophylls and Chlorophyllins; Flavourings. Chocolate: Sugar, Ground Almonds (15%), Chocolate (10%) (Cocoa Mass, Sugar, Fat Reduced Cocoa Powder, Emulsifier: Lecithins; Flavouring), Water, Butter (Milk), Egg White, Reconstituted Egg White, Glucose Syrup, Fat Reduced Cocoa Powder, White Chocolate (1.5%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Starch, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Flavourings. Strawberry: Sugar, Ground Almonds (16%), White Chocolate (13%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Butter (Milk), Egg White, Reconstituted Egg White, Water, Glucose Syrup, Concentrated Strawberry Juice, Starch, Beetroot Juice Powder, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Flavourings. Lemon: Sugar, Ground Almonds (16%), White Chocolate (13%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Butter (Milk), Egg White, Reconstituted Egg White, Water, Glucose Syrup, Concentrated Lemon Juice (1%), Starch, Colour: Carotenes; Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Flavourings. Salted Caramel: Sugar, Ground Almonds (16%), Butter (Milk), White Chocolate (7%) (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Lecithins; Flavouring), Egg White, Reconstituted Egg White, Water, Milk Chocolate (6%) (Sugar, Cocoa Butter, Dried Whole Milk, Cocoa Mass, Flavouring, Emulsifier: Lecithins), Salted Caramel Butter (3.5%) (Glucose-Fructose Syrup, Sweetened Condensed Milk (Milk, Sugar), Salted Butter (Butter (Milk), Salt), Sugar, Water, Salt), Starch, Caramel (Sugar, Water), Glucose Syrup, Caramelised Sugar Powder, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Chocolate (Cocoa Mass, Sugar, Fat Reduced Cocoa Powder, Emulsifier: Lecithins; Flavouring), Flavourings, Salt, Acid: Citric Acid.
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD. ALSO, MAY CONTAIN OTHER NUTS, WHEAT AND PEANUTS.",iceland_luxury_12_macarons_132g_65158.jpg,https://www.iceland.co.uk/p/iceland-luxury-12-macarons-132g/65158.html,,True,False,False
4147,Young's Gastro 8 Tempura Battered Chunky Fish Fingers 320g,iceland,3.50,frozen,"Alaska Pollock Fillet (60%) (Fish), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Rapeseed Oil, Water, Gram Flour, Potato Starch, Wheat Starch, Salt, Maltodextrin, Raising Agents: Diphosphates, Sodium Bicarbonate, Wheat Gluten, Cocoa Butter, Onion Powder, Spice (Mustard), Mustard Flour, Garlic Powder, Yeast Extract, Flavour (contains Mustard), Sunflower Oil, Spice Extract
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",youngs_gastro_8_tempura_battered_chunky_fish_fingers_320g_87117_T1.jpg,https://www.iceland.co.uk/p/youngs-gastro-8-tempura-battered-chunky-fish-fingers-320g/87117.html,,False,True,True
4148,Iceland 4 Haddock Fillets 400g,iceland,5.00,frozen,"Haddock (Melanogrammus aeglefinus) (Fish), Water (as a protective ice glaze).
ALLERGY ADVICE: FOR ALLERGEN, SEE UNDERLINED INGREDIENT IN BOLD.
WARNING! ALTHOUGH EVERY EFFORT HAS BEEN MADE TO REMOVE ALL BONES, SOME MAY REMAIN.",iceland_4_haddock_fillets_400g_67744.jpg,https://www.iceland.co.uk/p/iceland-4-haddock-fillets-400g/67744.html,,True,True,True
4149,Iceland Raw Roeless Scallops 180g,iceland,5.00,frozen,"Scallop (Argopecten purpuratus) (Molluscs), Water (as a protective ice glaze).
ALLERGY ADVICE: FOR ALLERGEN, SEE UNDERLINED INGREDIENT IN BOLD.
WARNING! THIS PRODUCT MAY CONTAIN SMALL PIECES OF SHELL.",iceland_raw_roeless_scallops_180g_81301.jpg,https://www.iceland.co.uk/p/iceland-raw-roeless-scallops-180g/81301.html,,True,True,True
4150,Young's Gastro Fish Bakes Cheese & Leek 340g,iceland,3.75,frozen,"Basa (49%) (Fish), Milk, Water, Celeriac (5%), Cheddar Cheese (4%) (Milk), Leeks (3%), Breadcrumb [Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)), Maize Flour, Yeast, Wheat Gluten, Salt], Cream (Milk), Onion, Red Cheddar Cheese (1%) [Cheddar Cheese (Milk), Colour: Annatto Norbixin], Rapeseed Oil, Cornflour, Wholegrain Mustard [Water, Mustard Seeds, Spirit Vinegar, Salt], Chives, Dijon Mustard [Water, Mustard Seeds, Spirit Vinegar, Salt], Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1], Salt, Thyme, White Pepper
ALLERGY ADVICE: FOR ALLERGENS, SEE UNDERLINED INGREDIENTS IN BOLD",youngs_gastro_fish_bakes_cheese_leek_340g_81598_T1.jpg,https://www.iceland.co.uk/p/youngs-gastro-fish-bakes-cheese-and-leek-340g/81598.html,,False,False,True
4151,Iceland 4 Salt and Pepper Chicken Breast Fillets 380g,iceland,2.75,frozen,"Chicken Breast Fillet (58%), Wheat Flour, Fully Refined Soya Bean Oil, Water, Dextrose, Corn Starch, Tapioca Starch, Garlic Powder, Salt, Black Pepper, Paprika, Chilli Powder, Onion Powder, Paprika Extract, Ginger Powder, Cornflour, Yeast Extract, Fennel, Acidity Regulators: Sodium Hydrogen Carbonate, Citric Acid; Sugar, Dried Parsley, Star Anise, Allspice, Yeast, Clove Powder, Raising Agents: Diphosphates, Sodium Hydrogen Carbonate; Cinnamon Powder, Rice Bran Oil.
ALLERGY ADVICE: FOR ALLERGEN, SEE UNDERLINED INGREDIENT IN BOLD. ALSO, MAY CONTAIN SOYA. WARNING! ALTHOUGH EVERY EFFORT HAS BEEN MADE TO REMOVE ALL BONES, SOME MAY REMAIN.",iceland_4_salt_and_pepper_chicken_breast_fillets_380g_83244.jpg,https://www.iceland.co.uk/p/iceland-4-salt-and-pepper-chicken-breast-fillets-380g/83244.html,,False,True,True
4152,Birds Eye Garden Peas 375g,iceland,2.25,frozen,,birds_eye_garden_peas_375g_75869_T596.jpg,https://www.iceland.co.uk/p/birds-eye-garden-peas-375g/75869.html,,,,
